ID,SNM,STYP,FND,RGN,USC,SCR_EST_2014,SCR_EST_2015,SCR_EST_2016,SCR_EST_2017,SCR_EST_2018,SCR_EST_2019,SCR_EST_2020,SCR_EST_2021,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024
140,동방문화대학원대학교,대학원대학,사립,서울,-,44.619885956189215,44.33348175680329,44.2182916206301,43.27577529564508,70.54678056542693,70.52264123395662,67.2840848109601,67.74427806950668,67.31120594502232,67.35353464224944,67.3005242627998
141,동부산대학교,전문대학,사립,부산,C그룹,44.480792600841944,44.110257630191526,44.03954786503484,43.22352746048918,67.34759108237098,67.56211879721123,71.30746225736755,71.44780982719523,71.4478098271952,71.4478098271952,71.4478098271952
142,동서대학교,대학,사립,부산,B그룹,44.42732418424392,44.13076295645424,43.995082522476764,43.19584643035593,67.8788141054848,67.85874754590863,67.4765686230046,67.40995914584053,67.17954324299033,67.21899136844053,67.53264642058004
143,동서울대학교,전문대학,사립,경기,A그룹,44.417309479614886,44.11736419318575,43.993185736251434,43.21029881124787,67.84157564305099,67.9509319488985,67.43972846828359,67.4205747763316,67.40871593882083,67.42905892255561,67.4293261689341
144,동신대학교,대학,사립,전남,B그룹,44.40077109149316,44.11611989271444,43.99667687612102,43.19278400718136,67.30350991648243,67.29408587740991,67.31627452347145,67.32275490040682,67.24795166297595,67.2817630987157,67.96538402142203
145,동아대학교,대학,사립,부산,A그룹,44.72160209202403,44.49688508510273,44.36128766659289,43.410210986003555,70.27540996591704,69.89138490787,70.14413414088857,69.15194772589129,68.72931889190136,68.59075674574655,70.08665411887041
146,동아방송예술대학교,전문대학,사립,경기,B그룹,44.422437050573336,44.11603756966445,44.06321134023228,43.20300383067747,67.44708501449122,67.37087967121546,67.36482143257909,67.33903812373264,67.35296259506832,67.3341759113106,67.61337129223442
147,동아보건대학교,전문대학,사립,전남,C그룹,44.42068765352431,44.119415743573875,43.99185911273013,43.20560264229733,67.39950911108616,70.13546741479226,70.18670338249174,70.2087905835389,67.45144133212324,68.59645842883424,67.4014984467082
148,동양대학교,대학,사립,경북,C그룹,44.417309479614886,44.11736419318575,43.990381439946134,43.1877783618133,67.39597131211083,67.34640867748135,67.29950204099318,67.21503108893411,67.21641347807167,67.21421374048542,67.21588571612094
149,동양미래대학교,전문대학,사립,서울,A그룹,44.42314469916608,44.122482926115644,44.035335710510225,43.261107991021724,67.57459639756043,67.71583254343803,68.75027043787988,67.95282207941955,68.045774039897,67.96300422516279,67.96300422516279
